Smiles	Token
[C][O][C][C][Branch1][P][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][O][C][Ring1][S][Branch1][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][=Branch1][C][Ring1][=Branch2][=C][Ring1][=N][Ring2][Ring1][Ring2][C][=Branch1][C][=O][N][C][Ring1][S]	[C] [O] [C] [C] [Branch1] [P] [N] [Branch1] [C] [C] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [C] [O] [C] [Ring1] [S] [Branch1] [C] [C] [N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [=C] [C] [=Branch2] [Ring1] [#Branch1] [=C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [Ring2] [Ring1] [=Branch1] [C] [Ring1] [=Branch2] [=C] [Ring1] [=N] [Ring2] [Ring1] [Ring2] [C] [=Branch1] [C] [=O] [N] [C] [Ring1] [S]
[O][=C][Branch1][N][N][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][C][Branch2][Ring1][#Branch2][N][N][=C][C][=C][C][Branch1][O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=C][C][=C][Ring1][=C][Ring1][P][=C][Ring2][Ring1][#Branch1]	[O] [=C] [Branch1] [N] [N] [C] [C] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [C] [=C] [C] [=C] [C] [Branch2] [Ring1] [#Branch2] [N] [N] [=C] [C] [=C] [C] [Branch1] [O] [N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [Cl] [=C] [C] [=C] [Ring1] [=C] [Ring1] [P] [=C] [Ring2] [Ring1] [#Branch1]
[C][C][C][C][C][C][C][C][C][C][C][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][Ring2][C][C][C][C][C][C][C][C][C][C][C][=C][C][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][C][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][Ring1][S]	[C] [C] [C] [C] [C] [C] [C] [C] [C] [C] [C] [C] [=C] [C] [Branch1] [C] [O] [=C] [C] [Branch1] [C] [O] [=C] [Ring1] [Branch2] [C] [=Branch1] [C] [=O] [O] [C] [Branch1] [Ring2] [C] [C] [C] [C] [C] [C] [C] [C] [C] [C] [C] [=C] [C] [Branch1] [#Branch2] [O] [S] [=Branch1] [C] [=O] [=Branch1] [C] [=O] [O] [=C] [C] [Branch1] [#Branch2] [O] [S] [=Branch1] [C] [=O] [=Branch1] [C] [=O] [O] [=C] [Ring1] [S]
[O][=C][N][=C][N][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][=Branch2][C][NH1][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][O]	[O] [=C] [N] [=C] [N] [=C] [C] [=C] [C] [Ring1] [=Branch1] [=C] [Ring1] [=Branch2] [C] [NH1] [C] [=N] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [=Ring1] [=Branch2] [O]
[O][=N][C][=C][Branch1][C][O][N][Branch2][Ring1][Ring1][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][O][C][O][C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][N][Ring1][N]	[O] [=N] [C] [=C] [Branch1] [C] [O] [N] [Branch2] [Ring1] [Ring1] [C] [C] [=C] [C] [Branch1] [C] [F] [=C] [C] [=C] [Ring1] [#Branch1] [O] [C] [O] [C] [Ring1] [=Branch1] [C] [=C] [C] [=C] [C] [Branch1] [=Branch2] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [=C] [Ring2] [Ring1] [N] [Ring1] [N]
[C][C][=C][C][=C][Branch2][Ring2][P][C][=C][C][=C][C][=C][N][=C][Branch2][Ring1][=C][N][C][=C][C][=C][Branch2][Ring1][C][N][C][=N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring1][O][C][=C][Ring1][P][N][=C][Ring2][Ring1][N][Ring2][Ring1][Branch2][C][=N][Ring2][Ring2][C]	[C] [C] [=C] [C] [=C] [Branch2] [Ring2] [P] [C] [=C] [C] [=C] [C] [=C] [N] [=C] [Branch2] [Ring1] [=C] [N] [C] [=C] [C] [=C] [Branch2] [Ring1] [C] [N] [C] [=N] [C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [=N] [Ring1] [O] [C] [=C] [Ring1] [P] [N] [=C] [Ring2] [Ring1] [N] [Ring2] [Ring1] [Branch2] [C] [=N] [Ring2] [Ring2] [C]
[C][#C][C][=C][S][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][=C][Ring1][P][C][=Branch1][C][=O][O][C][C]	[C] [#C] [C] [=C] [S] [C] [Branch2] [Ring1] [Ring1] [N] [C] [=Branch1] [C] [=O] [C] [C] [=C] [C] [=C] [Branch1] [Ring1] [O] [C] [C] [=C] [Ring1] [Branch2] [=C] [Ring1] [P] [C] [=Branch1] [C] [=O] [O] [C] [C]
[N][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][=N][N][Ring1][S][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F]	[N] [C] [=N] [C] [Branch2] [Ring1] [Ring2] [N] [C] [=C] [C] [=C] [Branch1] [=Branch2] [S] [Branch1] [C] [N] [=Branch1] [C] [=O] [=O] [C] [=C] [Ring1] [#Branch2] [=N] [N] [Ring1] [S] [C] [=Branch1] [C] [=O] [C] [=C] [Branch1] [C] [F] [C] [=C] [C] [=C] [Ring1] [#Branch1] [F]
[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=N][C][Branch2][Ring1][Branch1][N][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][N][F][=N][C][=C][Ring2][Ring1][Ring2][Cl]	[N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [C] [=N] [C] [Branch2] [Ring1] [Branch1] [N] [C] [=C] [C] [=C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [C] [=C] [Ring1] [N] [F] [=N] [C] [=C] [Ring2] [Ring1] [Ring2] [Cl]
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][C][N][C][Branch1][P][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][=C][C][=N+1][Ring1][P][O]	[C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [=C] [Branch1] [C] [N] [C] [Branch1] [P] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [Branch1] [C] [F] [C] [=C] [Ring1] [#Branch1] [F] [=C] [C] [=N+1] [Ring1] [P] [O]
[O][=C][N][Branch1][=Branch2][C][C][C][O][C][C][Ring1][=Branch1][N][=C][Branch2][Ring1][Ring2][C][=C][C][=N][C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=N][N][Ring2][Ring1][Branch2][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]	[O] [=C] [N] [Branch1] [=Branch2] [C] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [N] [=C] [Branch2] [Ring1] [Ring2] [C] [=C] [C] [=N] [C] [Branch1] [#Branch2] [N] [C] [C] [C] [C] [C] [C] [Ring1] [=Branch1] [=C] [Ring1] [=N] [N] [Ring2] [Ring1] [Branch2] [C] [=C] [C] [=C] [C] [=C] [C] [=C] [C] [Ring1] [=Branch1] [=C] [Ring1] [#Branch2]
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring1][N][=O][=C][Branch1][C][O][N][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][O][C][O][C][Ring1][=Branch1]	[C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [Branch1] [Ring1] [N] [=O] [=C] [Branch1] [C] [O] [N] [Ring1] [Branch2] [C] [C] [=C] [C] [Branch1] [C] [F] [=C] [C] [=C] [Ring1] [#Branch1] [O] [C] [O] [C] [Ring1] [=Branch1]
[C][C][Branch1][C][C][C][=N][O][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=C][Ring1][N][C][=C][C][=N][C][=C][Ring1][=Branch1]	[C] [C] [Branch1] [C] [C] [C] [=N] [O] [C] [Branch1] [N] [C] [=C] [C] [=C] [Branch1] [C] [F] [C] [=C] [Ring1] [#Branch1] [=C] [Ring1] [N] [C] [=C] [C] [=N] [C] [=C] [Ring1] [=Branch1]
[O][=N][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][O][C][Ring1][O][=C][C][=C][C][=C][C][=Ring2][Ring1][C][Ring1][=Branch1]	[O] [=N] [C] [C] [=N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [Branch1] [C] [O] [C] [Ring1] [O] [=C] [C] [=C] [C] [=C] [C] [=Ring2] [Ring1] [C] [Ring1] [=Branch1]
[C][S][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=C][Branch2][Ring1][#Branch2][C][=C][C][=N][C][Branch1][S][N][C][Branch1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][P][NH1][Ring2][Ring1][=N]	[C] [S] [C] [=N] [C] [Branch1] [N] [C] [=C] [C] [=C] [Branch1] [C] [F] [C] [=C] [Ring1] [#Branch1] [=C] [Branch2] [Ring1] [#Branch2] [C] [=C] [C] [=N] [C] [Branch1] [S] [N] [C] [Branch1] [C] [C] [C] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [=C] [Ring1] [P] [NH1] [Ring2] [Ring1] [=N]
[C][O][C][=C][C][=N][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][N][C][=C][Ring1][S][O][C]	[C] [O] [C] [=C] [C] [=N] [C] [=C] [Branch1] [=Branch2] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [=C] [Ring1] [N] [C] [=C] [Ring1] [S] [O] [C]
[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=N][C][Branch1][S][N][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][=C][Ring1][P]	[N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [C] [=C] [C] [=N] [C] [Branch1] [S] [N] [C] [=C] [C] [=C] [C] [=C] [C] [=C] [C] [Ring1] [=Branch1] [=C] [Ring1] [#Branch2] [=C] [Ring1] [P]
[C][C][=C][C][=C][C][Branch1][S][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][O][Ring1][=Branch1][=C][Ring1][#C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][C][O][Ring1][#Branch1]	[C] [C] [=C] [C] [=C] [C] [Branch1] [S] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [Branch1] [C] [Cl] [O] [Ring1] [=Branch1] [=C] [Ring1] [#C] [N] [C] [C] [C] [Branch1] [Branch1] [C] [C] [Ring1] [=Branch1] [O] [C] [C] [O] [Ring1] [#Branch1]
[O][=C][Branch2][Ring1][Ring1][C][N][C][=Branch1][C][=O][C][C][C][=N][C][=C][C][=C][Ring1][=Branch1][Ring1][O][N][C][S][C][=C][Branch1][C][Br][C][=Ring1][=Branch1][C][=N][C][=C][S][Ring1][Branch1]	[O] [=C] [Branch2] [Ring1] [Ring1] [C] [N] [C] [=Branch1] [C] [=O] [C] [C] [C] [=N] [C] [=C] [C] [=C] [Ring1] [=Branch1] [Ring1] [O] [N] [C] [S] [C] [=C] [Branch1] [C] [Br] [C] [=Ring1] [=Branch1] [C] [=N] [C] [=C] [S] [Ring1] [Branch1]
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][Branch2][Ring1][P][C][=N][N][Ring1][Branch1][C][=C][C][=C][C][Branch1][P][C][=Branch1][C][=O][N][C][C][C][N][C][C][O][C][C][Ring1][=Branch1][=C][Ring2][Ring1][C][=C][Ring2][Ring1][O]	[C] [O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [C] [=C] [C] [=C] [C] [Branch2] [Ring1] [P] [C] [=N] [N] [Ring1] [Branch1] [C] [=C] [C] [=C] [C] [Branch1] [P] [C] [=Branch1] [C] [=O] [N] [C] [C] [C] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [=C] [Ring2] [Ring1] [C] [=C] [Ring2] [Ring1] [O]
[O][=C][Branch2][Ring1][=Branch2][N][C][Branch1][Ring1][C][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][=C][C][Branch2][Ring1][Ring1][C][NH1][N][=C][C][=Ring1][Branch1][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][NH1][Ring1][P]	[O] [=C] [Branch2] [Ring1] [=Branch2] [N] [C] [Branch1] [Ring1] [C] [O] [C] [=C] [C] [=C] [Branch1] [=Branch2] [C] [Branch1] [C] [F] [Branch1] [C] [F] [F] [C] [=C] [Ring1] [#Branch2] [C] [=C] [C] [Branch2] [Ring1] [Ring1] [C] [NH1] [N] [=C] [C] [=Ring1] [Branch1] [C] [=C] [C] [=C] [C] [Branch1] [C] [Cl] [=C] [Ring1] [#Branch1] [=C] [NH1] [Ring1] [P]
[N][#C][C][=C][C][Branch2][Ring2][#Branch2][C][=C][C][=N][C][Branch2][Ring1][=C][N][C][=C][C][=C][Branch2][Ring1][C][N][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][=N][Ring1][O][C][=C][Ring1][P][=N][Ring2][Ring1][Branch2][=C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=C][Ring2][Ring2][Ring2]	[N] [#C] [C] [=C] [C] [Branch2] [Ring2] [#Branch2] [C] [=C] [C] [=N] [C] [Branch2] [Ring1] [=C] [N] [C] [=C] [C] [=C] [Branch2] [Ring1] [C] [N] [C] [=N] [C] [Branch1] [=Branch2] [C] [=C] [C] [=C] [C] [=N] [Ring1] [=Branch1] [=N] [Ring1] [O] [C] [=C] [Ring1] [P] [=N] [Ring2] [Ring1] [Branch2] [=C] [C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [=C] [Ring2] [Ring2] [Ring2]
[O][=C][Branch1][S][C][C][=C][C][=C][C][=C][N][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][N][C][S][C][=N][C][=Ring1][Branch1][C][N][=C][NH1][N][=Ring1][Branch1]	[O] [=C] [Branch1] [S] [C] [C] [=C] [C] [=C] [C] [=C] [N] [=C] [C] [=C] [Ring1] [#Branch2] [Ring1] [=Branch1] [N] [C] [S] [C] [=N] [C] [=Ring1] [Branch1] [C] [N] [=C] [NH1] [N] [=Ring1] [Branch1]
[O][=C][N][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][N][=C][Branch2][Ring1][Ring2][C][=C][C][=N][C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=N][N][Ring2][Ring1][=Branch2][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]	[O] [=C] [N] [Branch1] [#Branch2] [C] [C] [=C] [C] [=N] [C] [=C] [Ring1] [=Branch1] [N] [=C] [Branch2] [Ring1] [Ring2] [C] [=C] [C] [=N] [C] [Branch1] [#Branch2] [N] [C] [C] [C] [C] [C] [C] [Ring1] [=Branch1] [=C] [Ring1] [=N] [N] [Ring2] [Ring1] [=Branch2] [C] [=C] [C] [=C] [C] [=C] [C] [=C] [C] [Ring1] [=Branch1] [=C] [Ring1] [#Branch2]
[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][N][=C][Ring2][Ring1][Ring1]	[N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [C] [=C] [C] [=N] [C] [Branch2] [Ring1] [Ring2] [N] [C] [=C] [C] [=C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [C] [=C] [Ring1] [N] [=C] [Ring2] [Ring1] [Ring1]
[C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=N][C][Branch2][Ring1][=Branch1][N][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][N][O][C][=N][C][=C][Ring2][Ring1][Branch1][Cl]	[C] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [C] [=N] [C] [Branch2] [Ring1] [=Branch1] [N] [C] [=C] [C] [=C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [C] [=C] [Ring1] [N] [O] [C] [=N] [C] [=C] [Ring2] [Ring1] [Branch1] [Cl]
[C][C][N][C][=Branch1][C][=O][N][C][C][C][C][Branch2][Ring1][N][N][C][=N][C][=C][Branch1][C][Cl][C][Branch1][=C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][=N][Ring1][S][C][Ring2][Ring1][#Branch1]	[C] [C] [N] [C] [=Branch1] [C] [=O] [N] [C] [C] [C] [C] [Branch2] [Ring1] [N] [N] [C] [=N] [C] [=C] [Branch1] [C] [Cl] [C] [Branch1] [=C] [C] [=C] [NH1] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch2] [Ring1] [=Branch1] [=N] [Ring1] [S] [C] [Ring2] [Ring1] [#Branch1]
[N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][N][C][=C][Ring2][Ring1][Ring1]	[N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [Branch2] [Ring1] [Ring2] [N] [C] [=N] [C] [=C] [C] [Branch1] [=Branch2] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [=N] [Ring1] [N] [C] [=C] [Ring2] [Ring1] [Ring1]
[O][=C][Branch2][Ring1][Ring1][C][N][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][N][C][S][C][=C][Branch1][C][Cl][C][=Ring1][=Branch1][C][=N][C][=N][NH1][Ring1][Branch1]	[O] [=C] [Branch2] [Ring1] [Ring1] [C] [N] [C] [=Branch1] [C] [=O] [C] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [Ring1] [O] [N] [C] [S] [C] [=C] [Branch1] [C] [Cl] [C] [=Ring1] [=Branch1] [C] [=N] [C] [=N] [NH1] [Ring1] [Branch1]
[C][C][N][C][C][N][Branch2][Branch1][Ring1][C][C][=C][C][=C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=C][O][C][=C][C][Branch1][Ring1][N][C][=N][C][=N][Ring1][Branch2][C][=C][Ring1][#C][C][=C][Ring2][Ring1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][C][Ring2][Ring2][Ring2]	[C] [C] [N] [C] [C] [N] [Branch2] [Branch1] [Ring1] [C] [C] [=C] [C] [=C] [Branch2] [Ring1] [=C] [N] [C] [=Branch1] [C] [=O] [N] [C] [=C] [C] [=C] [Branch1] [=C] [O] [C] [=C] [C] [Branch1] [Ring1] [N] [C] [=N] [C] [=N] [Ring1] [Branch2] [C] [=C] [Ring1] [#C] [C] [=C] [Ring2] [Ring1] [=Branch2] [C] [Branch1] [C] [F] [Branch1] [C] [F] [F] [C] [C] [Ring2] [Ring2] [Ring2]
[C][O][C][=C][C][=C][Branch2][Ring2][C][N][C][C][N][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][#Branch1][O][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][C][C][Ring2][Ring1][Ring1][N][=C][N][=C][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][=N][O][C][C][C][N][C][C][C][C][C][Ring1][=Branch1]	[C] [O] [C] [=C] [C] [=C] [Branch2] [Ring2] [C] [N] [C] [C] [N] [Branch2] [Ring1] [=Branch1] [C] [=Branch1] [C] [=O] [N] [C] [=C] [C] [=C] [Branch1] [#Branch1] [O] [C] [Branch1] [C] [C] [C] [C] [=C] [Ring1] [#Branch2] [C] [C] [Ring2] [Ring1] [Ring1] [N] [=C] [N] [=C] [Ring2] [Ring1] [=Branch2] [C] [=C] [Ring2] [Ring1] [=N] [O] [C] [C] [C] [N] [C] [C] [C] [C] [C] [Ring1] [=Branch1]
[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring2][N][N][C][=Branch1][C][=O][C][N][C][C][C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][#C]	[C] [O] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [Branch2] [Ring2] [N] [N] [C] [=Branch1] [C] [=O] [C] [N] [C] [C] [C] [Branch2] [Ring1] [#Branch2] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [Branch1] [Ring1] [O] [C] [=C] [Branch1] [Ring1] [O] [C] [C] [Branch1] [Ring1] [O] [C] [=C] [Ring1] [N] [C] [C] [Ring2] [Ring1] [Branch1] [=C] [Ring2] [Ring1] [#C]
[C][C][C][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][#Branch1][N][C][=C][C][=C][Branch1][N][N][N][=C][Branch1][C][C][N][=C][Ring1][=Branch1][C][C][=C][Ring1][=N][=C][Ring2][Ring1][Ring2]	[C] [C] [C] [C] [=C] [N] [Branch1] [C] [C] [N] [=C] [Ring1] [=Branch1] [C] [=C] [C] [=N] [C] [Branch2] [Ring1] [#Branch1] [N] [C] [=C] [C] [=C] [Branch1] [N] [N] [N] [=C] [Branch1] [C] [C] [N] [=C] [Ring1] [=Branch1] [C] [C] [=C] [Ring1] [=N] [=C] [Ring2] [Ring1] [Ring2]
[C][C][C][C][C][=Branch1][=C][=N][SH1][Branch1][C][O][Branch1][C][O][=C][C][C][Ring1][Ring1][C][C][Ring1][N][C][=N][C][=C][C][=N][C][NH1][C][=C][C][=Ring1][Branch1][N][Ring1][N][Ring1][=Branch2]	[C] [C] [C] [C] [C] [=Branch1] [=C] [=N] [SH1] [Branch1] [C] [O] [Branch1] [C] [O] [=C] [C] [C] [Ring1] [Ring1] [C] [C] [Ring1] [N] [C] [=N] [C] [=C] [C] [=N] [C] [NH1] [C] [=C] [C] [=Ring1] [Branch1] [N] [Ring1] [N] [Ring1] [=Branch2]
[C][SH1][=Branch1][C][=O][Branch1][C][O][N][=C][C][C][C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][Branch1][=C][N][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][=N][Ring1][#C][C][C][Ring2][Ring1][=Branch1]	[C] [SH1] [=Branch1] [C] [=O] [Branch1] [C] [O] [N] [=C] [C] [C] [C] [Branch2] [Ring1] [=Branch2] [N] [C] [=N] [C] [=C] [C] [Branch1] [=C] [N] [N] [=N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [Ring1] [=Branch2] [=N] [Ring1] [#C] [C] [C] [Ring2] [Ring1] [=Branch1]
[C][C][N+1][=C][Branch1][#C][C][=C][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][=C][Ring1][#C][Ring2][Ring2][C]	[C] [C] [N+1] [=C] [Branch1] [#C] [C] [=C] [N] [Branch1] [C] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [Branch1] [=Branch2] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [=C] [C] [=C] [Branch1] [=C] [C] [=N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [S] [Ring1] [=Branch2] [C] [=C] [Ring1] [#C] [Ring2] [Ring2] [C]
[F][C][=C][C][Branch2][Ring2][#Branch2][C][=C][C][=N][C][Branch2][Ring1][=C][N][C][=C][C][=C][Branch2][Ring1][C][N][C][=N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring1][O][C][=C][Ring1][P][=N][Ring2][Ring1][Branch2][=C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=C][Ring2][Ring2][Ring2]	[F] [C] [=C] [C] [Branch2] [Ring2] [#Branch2] [C] [=C] [C] [=N] [C] [Branch2] [Ring1] [=C] [N] [C] [=C] [C] [=C] [Branch2] [Ring1] [C] [N] [C] [=N] [C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [=N] [Ring1] [O] [C] [=C] [Ring1] [P] [=N] [Ring2] [Ring1] [Branch2] [=C] [C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [=C] [Ring2] [Ring2] [Ring2]
[O][=C][Branch1][S][C][C][=C][C][=C][C][=C][N][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][N][C][S][C][=N][C][=Ring1][Branch1][C][=C][N][=C][C][=N][Ring1][=Branch1]	[O] [=C] [Branch1] [S] [C] [C] [=C] [C] [=C] [C] [=C] [N] [=C] [C] [=C] [Ring1] [#Branch2] [Ring1] [=Branch1] [N] [C] [S] [C] [=N] [C] [=Ring1] [Branch1] [C] [=C] [N] [=C] [C] [=N] [Ring1] [=Branch1]
